,User Name,Review,Rating,Date of Review,sentiment
1251,Gacruzer,Great app a lot of useful advice.,5,2012-08-12,1
1252,Ihdude5400,Excellent app. Good learning tool for first aid!,5,2012-07-08,1
1253,ritzmya,It's simply the best app for helping out emergencies.,5,2012-07-07,1
1254,southcally,Very helpful and easy to follow :),5,2012-07-06,1
1255,Mpagvabch,Should be included.,4,2012-08-30,0
1256,Instructor 55,"Wish there was an instructor app or portal.
Great Job!",5,2012-06-14,1
1257,GizM0123,Informative and educational,5,2012-11-02,0
1258,Cathedral of Chimera,The add additional locations to monitor does not work.,3,2012-08-10,0
1259,Stang7043,iPhone 4 iOS 5.01 doesn't save locations.,2,2012-08-03,-1
1260,CelloC,"Spell check much? I was told to ""by prepared to evaculate"" in one lesson. Rough.",4,2012-07-02,1
1261,Fhsuekbish,This app is very helpful. I love it!,5,2012-07-27,1
1262,ikiv1601,Can prevent a very bad situation.,5,2012-07-02,-1
1263,wowKota,Needs a guide for surviving a Zombie Apocalypse.,5,2012-07-02,1
1264,dscollan0,This is a must-have!,5,2012-06-22,0
1265,Bozosmd,I am Red Cross Instructor and love that app!!,5,2016-11-28,1
1266,Backroad Rider,"The tool kit suggest is laughable: flashlight, alarm & .... Not worth the price.",2,2015-10-27,-1
1267,Daredjh,Very useful!!! Thank you Red Cross!!!,5,2012-09-13,1
1268,Trumananddawn,Awesome app!!! Very very easy and helpful!!,5,2012-07-10,1
1269,Scared easily,Very reliable,5,2012-07-05,0
1270,Mattwb1,Nice to have handy. Thanks arc!,5,2012-06-14,1
1271,ez1134,Great use of quizzes to develop knowledge!,5,2014-12-19,1
1272,nicoledotcom,Is there a reason first aid treatment for burns doesn't include treatment for sunburns?,4,2014-03-20,0
1273,Ktbainer,"Awesome! So easy to use, and incredibly informative :)",5,2012-07-01,1
1274,Cdg1896,Wow!  Way to serve the community... Great job Red Cross,5,2012-06-19,1
1275,KenBurke,Two thumbs up!!!!,5,2012-06-14,0
1276,paul'swall,Please optimize for iPhone 5,5,2013-04-26,1
1277,Little girl2,This is a great App. I sitting in CPR class now.,5,2013-04-09,1
1278,Jack Daimon,Very useful.,5,2012-09-21,1
1279,Konniep,I love this app! It's wonderful! :),5,2012-08-12,1
1280,Awesomeman26473765,Now I know what to do in a emergency,4,2012-07-11,-1
1281,Sillypie:),its good to know all this just in case for camping and if u wanna be a nurse but i wish there were more test but still a cool app,4,2012-07-04,1
1282,Baidien,Very informative.,5,2012-07-01,0
1283,LookaBitlookAlot,"Congrats. Red Cross for another job well done. Excellent.
Eldon C.",5,2012-06-30,1
1284,Hardman-Marines,Great App!  I would add Heat Exhaustion and Heat Stroke,5,2012-06-16,1
1285,2012CH,Very useful. Great app!,5,2012-06-15,1
1286,RenegadeOutlaw,American Red Cross Flood app have NOT been released yet because today its first day of spring where spring season usually get alot of rain,1,2013-03-20,0
1287,Anne57980,Very helpful app! Great for all Floridians  !!,5,2012-08-23,1
1288,Nohabam,Excellent. Site !!! Very useful !,5,2012-08-12,1
1289,Markvio1,It was great but after last update it crash all the time!!!!!!!!!!,1,2012-08-11,-1
1290,Melissa Grohovsky,Very useful app!,5,2013-03-01,1
1291,Trailhikeone,Poor video play freezes,1,2014-10-30,-1
1292,Imjusbee,I love this app!!!!!,5,2012-09-25,1
1293,Zeebrown,Great App! Important info for safety and emergencies.,5,2012-08-23,1
1294,Steven Schneider,"Outstanding app. Need to add SAMPLE, SOAP and the Report Form.",5,2012-07-24,1
1295,howdy~,"very useful and well built. 
highly recommended",5,2012-06-05,1
1296,featherapril,Very useful!,5,2014-11-14,1
1297,Adlemt,Awesome app for the lay person.,5,2013-02-09,1
1298,Pizzahutfansincebirth,Very useful,5,2012-09-05,1
1299,Satonalogandthought67,Great app. Very informative.,5,2012-07-02,1
1300,Wasp1111,This is very useful in emergency case,4,2012-07-02,1
1301,GaryWJamross,This is very informative,4,2012-07-10,0
1302,Absoluteaudioonline,Very good app!,5,2012-06-21,1
1303,fizzbot,Great refresher for my coursework.,5,2012-06-17,1
1304,Bixbyman,Get this app now 🇺🇸,5,2012-07-15,0
1305,BrownStarBomber,"...but no ""zombie attack"" section ;\",5,2012-06-23,1
1306,Jerrbitt,Great info,5,2015-06-19,1
1307,Powers lave,Really good info.,5,2013-08-07,1
1308,GopherGal12,"Simple, fun, informative. Necessary",5,2013-05-23,1
1309,SDavis6901,Outstanding !,5,2012-10-10,1
1310,Kyleefloyd,Very helpful! More subjects?,4,2012-07-08,1
1311,Mrs-Lala,Love this app,5,2012-07-04,1
1312,Cool108,Very useful,5,2012-07-04,1
1313,Dinadmh,Great app! Very helpful. Thank you.,5,2012-06-20,1
1314,Ebograph,It's help a lot,5,2012-06-19,1
1315,gadgethome,Great for DAT calls and home.,5,2012-06-14,1
1316,nameful,Helpful and useful.,5,2012-07-30,1
1317,I Ching quick Consult,"Good basics 
Super basic but useful",3,2014-03-31,1
1318,That guy over there is sexy,Please add iPhone 5 support because it keeps crashing on startup!,1,2013-03-13,1
1319,Meesaamee,Very helpful,5,2012-07-05,1
1320,Domob3@$T,"This app is wonderful!!😘
It will really help in life",4,2012-07-12,1
1321,Jbffxb,Very useful and taught me a lot!!!!,5,2012-07-03,1
1322,Imblswmn,I'm a CPR/FA instructor and I really like this app...,5,2012-06-20,1
1323,74838399292029384848483,This is an amazing app for any emergency,5,2015-05-09,1
1324,Aunt WBT,While the info is there on recognizing signs symptoms...the test site doesnot recognize your answers...the info on dr sand hospitals is off...,1,2014-12-07,0
1325,CodyOduber,IT wont open it will open for 3 sec boom goes to the home screen,1,2014-06-08,0
1326,Parrot Whisperer,Thank-you!,5,2014-04-15,0
1327,Val the wino,I love this app!  It's very knowledgable!!,5,2012-09-26,1
1328,Taztx,Very informative,5,2012-08-03,0
1329,Kwesipee,Excellent and very useful app.,4,2012-07-06,1
1330,Dusacor,Very useful!,5,2012-07-07,1
1331,Hope1239,I love this app! It's very useful :),5,2012-07-04,1
1332,Southernboy318,Great useful app,5,2012-06-23,1
1333,131333412004ecb,The app was helpful,5,2016-09-22,1
1334,Sebecerra,Pelase in Spanish!!!! It's a great app!!,5,2013-06-29,1
1335,Laaxfdn,Very helpful.,5,2012-09-01,1
1336,Asdfgh9372,Got to have it.,5,2012-07-20,0
1337,MCJG,"Excellent app, so helpful",5,2012-07-16,1
1338,mykeys71,Perfect if there is some one that is hurt!!!!💉💊🚬,5,2012-07-02,1
1339,vvts,Very basic and haven't been optimized ....,1,2013-11-03,-1
1340,AB.'s mom,Very helpful and informative,4,2012-07-06,1
1341,LoverOfAllFamilyGuy,"So useful! For emergencies, and if your bored!",5,2012-09-02,1
1342,JRIvy,Very impressive!,5,2012-07-03,1
1343,MrsJElkshoulder,"Cool app, I like the mini quizzes",5,2015-05-29,1
1344,Dmikitta,Good accurate info that is rejected as correct in the test,1,2015-03-05,-1
1345,Yupper87654321,"They had me at, ""nearest hospital.""",5,2014-01-03,0
1346,Zennav,Very informative,5,2012-08-26,0
1347,Jeff and Rachel Williams,"Video demonstrations. 
Step by step instructions. 
Emergency perpetration checklists. 
(tornadoes, volcanoes, etc...)

SIMPLY LOVE IT!",5,2012-07-04,1
1348,Mark Arambula,This app is pretty darn cool lol. It wry very very helpful!!!!,5,2012-07-03,1
1349,Mc301,Is this counted as a babysitting course?,5,2012-07-02,0
1350,Jack h. Wilson,"A great app, very useful!",5,2012-07-01,1
1351,gregory_barnes,Must have app!,5,2012-06-14,0
1352,Sebastiánppv,This app is the best app for an emergency situations,5,2015-05-08,1
1353,The D VAS,Will be a life saver!,5,2013-01-31,0
1354,Chris Kasinskas,Very helpful!,5,2012-08-01,1
1355,Ethiosoldier,Very helpful,5,2012-06-25,1
1356,RRRanger !,Great pocket info for parents !!!!,5,2012-06-19,1
1357,Kimmers4ou,Great educational tool.,5,2012-06-17,1
1358,Uhykhtg,It is very usefully,5,2013-07-25,1
1359,Barbie2692,Very helpful in a reminding respect.,5,2012-07-08,1
1360,Mac24312,I love the app,5,2012-06-25,1
1361,Adoraeve,Awesome,5,2012-06-19,1
1362,Meghairon,Will be very useful,5,2012-06-16,1
1363,CMDR Chakotay,I like this App,5,2014-01-02,1
1364,Ansodaddy,Great item,5,2013-02-03,1
1365,Rudrider,This app works great.,5,2012-08-13,1
1366,1st aid person,Great app,5,2012-06-15,1
1367,Gkmp,Best first aid apps.,5,2014-07-28,1
1368,¡Freddy!,thanks a lot this taught me a lot of things,5,2012-09-26,1
1369,tkl13,very informative on the go safety information!,5,2012-07-07,1
1370,PERALTA027,Very helpful app,5,2012-07-04,1
1371,Back9Bandit,A Must app for all....,5,2012-06-28,0
1372,MissBeMeaner,Love it. Very handy!,5,2012-06-15,1
1373,Mia1000,Very useful,5,2013-02-25,1
1374,MNR2001,Awesome and very informative,5,2012-07-17,1
1375,pjjcccccch,Greate app!!!! Thanks,5,2012-07-04,1
1376,Cpeely,Awesome!!,5,2012-06-26,1
1377,Carriage57,"Great app... now make one for the iPad!!!!
Along with an instructors corner app and Saba app.",3,2012-06-14,1
1378,iPhone Crumbles,"""tap here if you find yourself in an emergency!""

*tap*

Clicks on choking 

CRASH

Nice app. The best part is this update was to fix crashes. Lol, would never rely in this in an emergency. 

iPhone 3GS
iOS 5.1.1",1,2012-08-24,-1
1379,covroot,Installed on iPad. It doesn't save locations.,1,2012-08-02,-1
1380,Nellie🌺,Greate app,5,2012-07-05,0
1381,Dakotanut,Excellent app!  Great info.,5,2012-06-30,1
1382,Firecodeny,Very informative,5,2012-06-15,0
1383,John316john316,As stated above,5,2014-08-14,0
1384,Resausk,I see nothing about that in this app.,2,2012-06-15,0
1385,Veille n Hulk,Awesome app!!!  A must have!!!,5,2012-11-03,1
1386,SamBavaition,It has just froze on me!,2,2013-07-05,0
1387,Qdhjvfg,This is the best app EVER!!! I learned so much!!!¡¡¡,5,2012-11-02,1
1388,Erika12379,:)!,5,2012-07-06,0
1389,mc_coy28,Very helpful resources. :),5,2012-07-06,1
1390,XxXxbbb,Very usefull in emergency situation,5,2012-07-01,-1
1391,Mandyz1225,This app is a great supplement to Red Cross CPR/FA training!! Great info :),5,2012-06-19,1
1392,javad392,Plz add many languages. Tnx,5,2016-04-29,1
1393,Roadstar11,Very handy,5,2012-07-08,0
1394,plmh1952,Great app. Very helpful!!,5,2012-06-19,1
1395,Tsuchan37,I love this app,5,2012-08-12,1
1396,Rich Rozen,I had to delete this app. You think Red Cross helpful. Not this app. No Help. This app is garbage.,1,2016-02-14,1
1397,Eric96826,Fix your app the test for choking is not right,1,2015-02-22,-1
1398,Ricardolch,Awesome apps thanks,5,2012-07-11,1
1399,dot.mac,All screens are blank.,1,2014-02-09,0
1400,Kenzye G.,Awesome so helpful,4,2012-07-17,1
1401,Vaunxynnnxsfcvuu,"Awesome app, very helpful!!",5,2013-10-07,1
1402,itsmiguet,Very helpful :),5,2012-07-09,1
1403,Aswath Gopalan,Fantastic app!,5,2012-07-05,1
1404,Gaby1451,Legit!,5,2012-07-02,0
1405,Navy devil doc,This is a great app!,5,2013-07-07,1
1406,La_MaMa_La_MaMa,Nice job,5,2013-01-29,1
1407,JRRJAL,Freezes,3,2012-12-02,0
1408,flooberz,Uhhh every entry tells the person to call 911. Thanks.,2,2012-07-10,1
1409,Lfrank2,Great app!,5,2012-07-03,1
1410,Eric Elam,Excellent App!,5,2012-06-18,1
1411,cpres123456,Great app,5,2012-10-22,1
1412,Aceofcamp,Love it,5,2012-07-15,1
1413,KellySmellyBelly,Great way to review!,5,2012-06-24,1
1414,Artgirl1998,Love this app! It's sooo helpful!!!! :),5,2012-06-17,1
1415,MZZKSD,"What is ""Hospital"" supposed to do because it doesn't locate nearest hospital.",1,2017-03-10,0
1416,HrsLvnCwgrl,Needs information about animal (dog cat wild) bites!!!!,2,2012-09-11,0
1417,Tracey.Ray1978,I love this app.,5,2012-10-30,1
1418,bboop20/20,Love this app,5,2012-08-25,1
1419,Butsuck,I love it,5,2014-08-07,1
1420,Aghttiioureesawruuu,I,4,2012-06-16,0
1421,Thebearisme82,Great app!,5,2012-12-11,1
1422,kipwilliams350,Very good App.,5,2012-07-03,1
1423,Pctober,Great app. Excellent review,5,2013-07-11,1
1424,Nini Vu,Perfect for SAT if they ever forget!!,5,2012-08-04,1
1425,Super stoop,Such a great idea!!,5,2012-07-04,1
1426,Seliner yo,Helpful 👍,5,2015-04-02,1
1427,Geenbean,It's amazing app i love get this app NOW!!!!!!! XD,5,2014-05-04,1
1428, onemattlarson,Greatest app,5,2014-03-18,1
1429,Goooooooooooooooobrielle,"Excellent app, good refresher",5,2012-07-08,1
1430,SunnyMorn,It is a good app,5,2012-06-24,1
1431,icey1016,Best app for first aid ever!,5,2012-09-10,1
1432,Spankynolimit,Greatest app,5,2012-08-28,1
1433,Medo88,A very nice app,5,2012-07-02,1
1434,Ridanwise,This is really good..,5,2012-06-30,1
1435,Byzrcl,"It's a great
App",5,2012-07-02,1
1436,Sexylady28,Wonderful app,5,2012-06-22,1
1437,LOVE ME SOME PAC,This app is the BEST APP EVER!!!!!!,5,2012-07-08,1
1438,Duke Erwin ,Love it,5,2014-02-09,1
1439,Marcelle McKenzie,Very helpful,5,2012-07-04,1
1440,Mukesh Agrawal,V useful must have,4,2012-07-02,1
1441,Fabian523,This app is amazing,5,2012-06-14,1
1442,Where's the Quake,Not up to date. Did not report Texas earthquake of 3.5,1,2012-09-30,0
1443,CKJW,Excellent app!,5,2012-07-10,1
1444,Brucey222!,This app is a great app to have!!,5,2012-07-05,1
1445,Awesomeguy38,🚑🚔🚨🏥🏨😷❤,5,2013-05-07,1
1446,"Luis ""mega""",Good info,4,2012-08-11,1
1447,Froggy Fresh Freestyle,Great very helpful,5,2013-03-29,1
1448,Driver507,Useful!!,5,2012-11-29,1
1449,ferari2003rr,Love it,5,2012-07-03,1
1450,Teetinygoodboy,A Great App!,5,2014-02-18,1
1451,cupc8ks,Awesome!,5,2012-08-01,1
1452,Mamagoat86,Great app,5,2012-06-19,1
1453,Bagg27,This app will not download in to my iPhone .,1,2012-06-19,0
1454,$MÇ$_55 ,Very usefull. Great app!,5,2013-11-28,1
1455,pinoyboi623,Need a reference on Dog Bites,4,2013-01-28,0
1456,J7373,Good app,5,2012-08-09,1
1457,Oduck92,Best app ever,5,2012-06-27,1
1458,Bigswole2012,Great app,5,2012-08-25,1
1459,RobloxAJ777,fantastic first aid app,5,2015-09-11,1
1460,Channel12345,Useful,4,2012-06-30,1
1461,Chadwicksta,"Life guard, survivalist. Bring it on",5,2012-12-12,0
1462,Cody9115,This app is awesome,5,2012-07-06,1
1463,razo8a,Very usefull. Great app!,5,2012-07-04,1
1464,maurosc,Very helpful,4,2012-10-29,1
1465,BouncingBloomingtonBobbyJoe,Great app!!!!!!!!!!!!!!,5,2016-01-01,1
1466,"Apps,inc.",Great idea 4app,5,2012-07-02,1
1467,Pjmon84,Great app,5,2012-06-28,1
1468,Monklover10,This app rocks!!!!,5,2012-08-23,0
