,Review,Rating,sentiment,Date of Review
2971,I'm working through this with my son to introduce him to first aid. The tests are scored inaccurately--it says got questions wrong which he answered correctly. I've gone through the tests many times & the app consistently marks some correct answers incorrect.,1,-1,2014-12-02
2972,All you need for a quick reference in one comvenient place.,5,0,2014-07-20
2973,Great app! Something to have on hand and review basic first aid information.,5,1,2014-04-15
2974,This app could save a kids life when I babysit. Having this app could be a lifesaver !  Thanks!!!,5,1,2014-02-09
2975,"My iPhone 4S tried to update to version 2.0 and is stuck on ""Waiting"" -- for about 10 days. I can't fix it or delete it. So the program is useless to me. My iPhone is up-to-date. What's the deal?",1,-1,2013-12-26
2976,I'm obsessed with nursing and first aid. And it's from the american red cross ! It's a great thing on the go and it's just perfect,5,1,2013-12-14
2977,This is an app that all iPhone users should download.,5,0,2012-11-27
2978,"With the reduction of non academic traing in schools, this is a good procedure review for youth and adults.   The check list are wonderful for all.",5,1,2012-08-23
2979,Something everyone should have in their pockets!,5,0,2012-07-21
2980,This app has come in handy quite a bit thanks!!!!,5,1,2012-07-19
2981,Great refresher since its been a few years. Some steps have been updated. Good to know. GREAT APP,5,1,2012-07-08
2982,Every family should have this app.,5,0,2012-07-07
2983,You never know when this app will save someone's life. I just wish it had more tests.,4,1,2012-07-03
2984,It is a real good app like when I got bit by a dog it told me everything I needed to do!!,5,1,2012-07-07
2985,Such a great App! Very useful when you are stuck in these situations.,5,1,2012-07-06
2986,Such a great idea for an app. It even has a game to help you learn what to do. Nice work making engaging!!,5,1,2012-07-06
2987,"So, I love this app! It's really great, but it needs more of the test things. Of there were more I'd give 5 stars! You guys are awesome :) keep it comin",4,1,2012-08-31
2988,Never know when you'll need it.,5,0,2012-07-02
2989,This site has great instructions in a variety of situations. Good to read before a situation arises.,5,1,2012-06-16
2990,Great application can't wait for more application like this to come out,5,1,2012-06-16
2991,Excellent reference to have. Easy navigation and the quizzes are helpful.,5,1,2016-09-30
2992,A must have for everyone,5,0,2015-07-06
2993,"The information is good but it's extremely frustrating to take multiple quizzes but not pass yet the answers that I gave are the same ""corrected"" answers given at the end of the quiz.",2,-1,2014-12-23
2994,"Great App deserve a a 4. however I gave it a 3 because in CPR/FirstAid. I learn the acronym R.I.C.E stand for Rest, Ice, Compression Elevation/Elevate.  The app answer is Rice, Immobilize, Cold, Elevate, therefore I went to research but online also show Rest, Ice, Compression, Elevate",3,1,2014-06-11
2995,This is all basic knowledge. I have not been able to save a single life since downloading this app. GPS should be an added feature to help locate injured people and help increase heroism status.,1,1,2014-04-21
2996,This will be extremely helpful!,5,1,2013-01-21
2997,"I love the training videos, the tests, and the prep checklists. Love this app and having the info right in hand.",5,1,2012-10-31
2998,Love it and I feel comfortable knowing what to do!,5,1,2012-08-26
2999,"This app Is amazing, gives great information that has really helped me!",5,1,2012-07-14
3000,"Great instructions, pictures/video, and easy to navigate.  Great pocket app for the just in case scenarios.",5,1,2012-07-09
3001,I really liked this and good for my kids to read as well,5,1,2012-07-06
3002,Water safety should be a main thing also. I want an update for drowning and CPR.,5,1,2012-07-02
3003,"I have taken the Red Cross babysitting class and when I start babysitting, this will be very useful!!!!!",5,1,2012-07-01
3004,"Amazing app great for freshen ups and for those with no training, but do not replace this for certified training classes. Infant/Adult CPR and AED cannot be replaced by an app.",5,1,2012-06-24
3005,Love this app! Perfect for the summer! It's like having a first aid book at your fingertips. Animations and videos are great,5,1,2012-06-16
3006,Terrific app.  Need an iPad version that utilizes the larger screen.,5,1,2012-08-01
3007,It's still doing the same thing with the test icon you tap it he app freezes and the app crashes,2,0,2015-04-16
3008,Everyone should use download this app,5,0,2012-07-09
3009,This app is so helpful and useful now I can use these in case of an emergency.,5,1,2012-07-07
3010,This is a great app! It's good to have an app that teaches the basics of first aid. This app is well put together and easy to navigate.,5,1,2012-07-05
3011,"This is a great app to help me study, knowing that I may want to be a doctor one day.",5,1,2012-07-03
3012,This app is perfect in case of emergency I luv how it shows u what to do on the videos,5,1,2012-06-24
3013,Well thought out app. Impressed.,5,1,2012-06-22
3014,Very simple and very detailed! A must have app for all iPhone users!,5,0,2012-06-18
3015,"Lots of useful info that can be quickly accessed. I also like that it's interactive. You outdid yourselves, ARC!!",5,1,2012-06-14
3016,I work for the American Red Cross. I have been waiting for this app. Great app! Well worth the wait. Great job!,5,1,2012-06-14
3017,Very useful for real life events. Is it available in other languages?,5,1,2013-03-28
3018,I found this app very usefull and i have already used tips on burns,5,0,2012-11-28
3019,Definitely an awesome app to have just in case!,5,1,2012-07-07
3020,It has everything you need for first aid emergencies,5,0,2012-06-27
3021,Very useful and well organized!,5,1,2012-06-25
3022,This app gives you great learning opportunities and how to help people!! It's a must have!!!,5,1,2012-06-19
3023,"Some bad grammar and spelling mistakes, which made me wonder about the quality of the information.",4,-1,2012-07-02
3024,I just completed a CPR course with the Red Cross. This app is an awesome way to keep up to scratch. Interaction and info is spot on.,5,1,2014-06-17
3025,Great ap!  Everyone should have it.,5,1,2012-08-07
3026,"I was at the beach, the lifeguard was half a mile away, some one was drowning, I went to this app and saved Mitchell Gonzalez.
PS
AWESOME!!!!!",5,1,2012-07-27
3027,Wonderful and welcome addition to any well prepared kit! Saves a ton of time.,5,1,2012-07-12
3028,Everyone should have this app just in case:)),5,0,2012-07-04
3029,"This app has the most info of any app I've ever been on. Great for me. 

Sent from Austin Crawford",5,1,2012-07-03
3030,Everything I learned in school is right on here,5,0,2012-07-02
3031,"-Animal bite
-Little injuries such as nose bleeds, chemicals in eyes, broken nose and fingers, glass and metal injuries. 
I think that this should be added to the list of medical emergencies.",4,-1,2012-06-20
3032,This has helped me so much!!! Now I know what to do in case of an emergency!!! Thank you!!:),5,-1,2012-06-27
3033,"Its okay, could have a little more info and then it would be awesome.",4,1,2012-08-13
3034,Emergency preparedness at your fingertips will save lives!,5,1,2012-06-19
3035,Super handy and easy to use!!,5,1,2012-06-15
3036,A great resource for anyone who is responsible for students,5,1,2014-06-08
3037,Download this and read it! You may save a life one day!,5,1,2014-04-13
3038,"This app is awesome! After studying and reviewing this app, I feel confident to deal with any emergency situation.",5,1,2014-01-26
3039,I wish I knew about this sooner. What a great resource.,5,1,2013-03-09
3040,This app is very helpful ^___^ god forbid something bad happens though :/,5,-1,2012-10-30
3041,Very informational and accurate! Everyone must download and read! :),5,1,2012-08-27
3042,"Just installed however, no map for storms...does the map only appear when a hurricane is active?  The rest of the info is great.",3,1,2012-08-01
